Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
27-Mar-08,27-Mar-08,27-Mar-08,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",55746.59
14-May-08,14-May-08,14-May-08,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",24689
6-Jun-08,30-May-08,30-May-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Freight Included in Commodity Cost
4-Mar-09,4-Mar-09,4-Mar-09,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,1104.69
9-Jul-08,4-Jul-08,4-Jul-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,5298.9
8-Apr-08,4-Apr-08,4-Apr-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Invoiced Separately
22-Jul-08,22-Jul-08,22-Jul-08,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,5175.72
19-Dec-08,19-Dec-08,19-Dec-08,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,7118.12
6-May-08,6-May-08,6-May-08,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",3740.04
28-Jul-08,28-Jul-08,28-Jul-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,959.46
11-Apr-08,11-Apr-08,11-Apr-08,Orasure Technologies Inc.,350.0,3.5,100,Air,HRDT,"Pacific Biotech, Thailand",604
17-Nov-08,21-Oct-08,21-Oct-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Invoiced Separately
24-Apr-08,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,39.4,0.22,180,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
24-Apr-08,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,7.88,0.09,90,Truck,ARV,ABBVIE (Abbott) France,Freight Included in Commodity Cost
24-Apr-08,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,21.85,0.73,30,Truck,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
7-Jul-08,20-Jun-08,20-Jun-08,Aurobindo Pharma Limited,2.9,0.05,60,Air,ARV,"Aurobindo Unit III, India",4159.45
1-Jun-08,1-Jun-08,1-Jun-08,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),11.48,0.38,30,Air,ARV,Mylan (formerly Matrix) Nashik,3796.05
9-May-08,9-May-08,9-May-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Freight Included in Commodity Cost
25-Apr-08,7-Apr-08,7-Apr-08,S. BUYS WHOLESALER,15.38,0.51,30,0,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
25-Apr-08,25-Apr-08,25-Apr-08,S. BUYS WHOLESALER,13.85,0.23,60,0,ARV,GSK Aranda,Freight Included in Commodity Cost
25-Apr-08,7-Apr-08,7-Apr-08,S. BUYS WHOLESALER,18.49,0.62,30,0,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
28-May-08,28-May-08,28-May-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Invoiced Separately
3-Oct-08,3-Oct-08,3-Oct-08,BRISTOL-MYERS SQUIBB,7.0,0.12,60,Air,ARV,"BMS Meymac, France",3013.09
19-Aug-08,19-Aug-08,19-Aug-08,STRIDES ARCOLAB LIMITED,1.45,0.02,60,Air,ARV,"Strides, Bangalore, India.",7575.6
20-Aug-08,8-May-08,8-May-08,S. BUYS WHOLESALER,36.99,0.21,180,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
20-Aug-08,21-May-08,21-May-08,S. BUYS WHOLESALER,5.53,0.09,60,Truck,ARV,GSK Cape Town Factory (South Africa),Freight Included in Commodity Cost
20-Aug-08,14-May-08,14-May-08,S. BUYS WHOLESALER,16.63,0.28,60,Truck,ARV,GSK Aranda,Freight Included in Commodity Cost
20-Aug-08,8-May-08,8-May-08,S. BUYS WHOLESALER,14.53,0.06,240,Truck,ARV,"BI, Ingelheim, Germany",Freight Included in Commodity Cost
27-Oct-08,27-Oct-08,27-Oct-08,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,2851.72
16-Aug-08,16-Aug-08,16-Aug-08,"Trinity Biotech, Plc",139.0,1.39,100,Air,HRDT,"Trinity Biotech, Plc",5446.06
23-Jul-08,22-Jul-08,22-Jul-08,Aurobindo Pharma Limited,11.89,0.2,60,Air,ARV,"Aurobindo Unit III, India",30408.04
23-Jul-08,23-Jul-08,23-Jul-08,Aurobindo Pharma Limited,11.89,0.2,60,Air,ARV,"Aurobindo Unit III, India",38120.96
19-Sep-08,19-Sep-08,19-Sep-08,Aurobindo Pharma Limited,8.61,0.14,60,Air,ARV,"Aurobindo Unit III, India",See ASN-2274 (ID#:610)
3-Oct-08,3-Oct-08,3-Oct-08,Aurobindo Pharma Limited,1.45,0.02,60,Air,ARV,"Aurobindo Unit III, India",5822.44
10-Jul-08,14-Jul-08,14-Jul-08,S. BUYS WHOLESALER,13.27,0.22,60,Truck,ARV,GSK Aranda,Freight Included in Commodity Cost
10-Jul-08,8-Jul-08,8-Jul-08,S. BUYS WHOLESALER,2.86,0.1,30,Truck,ARV,"MSD Midrand, J'burg, SA",Freight Included in Commodity Cost
10-Jul-08,8-Jul-08,8-Jul-08,S. BUYS WHOLESALER,18.27,0.61,30,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
10-Jul-08,8-Jul-08,8-Jul-08,S. BUYS WHOLESALER,12.54,0.06,200,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
22-Sep-08,22-Sep-08,22-Sep-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,7303.52
29-Oct-08,29-Oct-08,29-Oct-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,1047.39
15-Oct-08,15-Oct-08,15-Oct-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,24870.05
12-Sep-08,12-Sep-08,12-Sep-08,"Orgenics, Ltd",79.99,0.8,100,Air,HRDT,Inverness Japan,19992.75
2-Dec-08,2-Dec-08,2-Dec-08,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.68,120,Air,ARV,ABBVIE Ludwigshafen Germany,2709.98
24-Nov-08,24-Nov-08,24-Nov-08,Aurobindo Pharma Limited,11.4,0.19,60,Air,ARV,"Aurobindo Unit III, India",2568.6
25-Nov-08,25-Nov-08,25-Nov-08,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),10.19,0.34,30,Air,ARV,Mylan (formerly Matrix) Nashik,3247.73
3-Dec-08,3-Dec-08,3-Dec-08,CIPLA LIMITED,7.25,0.12,60,Air,ARV,"Cipla, Goa, India",2335.19
15-Dec-08,15-Dec-08,15-Dec-08,ZEPHYR BIOMEDICALS,37.5,1.5,25,Air,MRDT,Not Applicable,648.27
3-Nov-08,13-Oct-08,13-Oct-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,11066.17
3-Nov-08,3-Nov-08,3-Nov-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,7303.25
7-Oct-08,7-Oct-08,7-Oct-08,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",23.0,23.0,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",44347.71
25-Aug-08,14-Aug-08,14-Aug-08,S. BUYS WHOLESALER,23.6,0.79,30,Truck,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
25-Aug-08,14-Aug-08,14-Aug-08,S. BUYS WHOLESALER,13.94,0.06,240,Truck,ARV,"BI, Ingelheim, Germany",Freight Included in Commodity Cost
26-Jan-09,20-Jan-09,20-Jan-09,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",23.0,23.0,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",19882.25
3-Dec-08,3-Dec-08,3-Dec-08,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",23.0,23.0,1,Air,HRDT,"KHB Test Kit Facility, Shanghai China",22433.91
3-Feb-09,3-Feb-09,3-Feb-09,BIOLYTICAL LABORATORIES INC.,2.54,2.54,1,Air,HRDT,bioLytical Laboratories,Freight Included in Commodity Cost
27-Nov-08,27-Nov-08,27-Nov-08,Aurobindo Pharma Limited,2.9,0.05,60,Air,ARV,"Aurobindo Unit III, India",2653.27
17-May-09,9-Oct-08,9-Oct-08,S. BUYS WHOLESALER,15.7,0.52,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
17-May-09,9-Oct-08,9-Oct-08,S. BUYS WHOLESALER,6.11,0.03,200,Truck,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
17-May-09,9-Oct-08,9-Oct-08,S. BUYS WHOLESALER,70.68,0.26,270,Truck,ARV,Roche Basel,Freight Included in Commodity Cost
17-May-09,9-Oct-08,9-Oct-08,S. BUYS WHOLESALER,13.51,0.06,240,Truck,ARV,"BI, Ingelheim, Germany",Freight Included in Commodity Cost
8-Apr-09,8-Apr-09,8-Apr-09,"Orgenics, Ltd",80.0,0.8,100,Air,HRDT,Inverness Japan,22451.67
27-Jan-09,27-Jan-09,27-Jan-09,INVERNESS MEDICAL INNOVATIONS SOUTH AFRICA (PTY) LTD,75.0,3.0,25,Air,HRDT,Inverness USA,963.34
25-Feb-09,27-Jan-09,27-Jan-09,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,692.38
2-Mar-09,2-Mar-09,2-Mar-09,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",1003.52
7-Apr-09,7-Apr-09,7-Apr-09,Aurobindo Pharma Limited,2.4,0.04,60,Air,ARV,"Aurobindo Unit III, India",9809.7
10-Apr-09,10-Apr-09,10-Apr-09,Aurobindo Pharma Limited,11.15,0.19,60,Air,ARV,"Aurobindo Unit III, India",See ASN-3562 (ID#:960)
8-Apr-09,8-Apr-09,8-Apr-09,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),50.4,1.68,30,Air,ARV,"MSD, Haarlem, NL",7933.38
16-Mar-09,16-Mar-09,16-Mar-09,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,3241.06
2-Apr-09,2-Apr-09,2-Apr-09,Aurobindo Pharma Limited,5.0,0.05,100,Air,ARV,"Aurobindo Unit III, India",1903.54
26-May-09,26-May-09,26-May-09,"Orgenics, Ltd",72.0,0.72,100,Air,HRDT,Inverness Japan,25052.69
17-Mar-09,28-Nov-08,28-Nov-08,S. BUYS WHOLESALER,19.09,0.21,90,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
24-Mar-09,1-Dec-08,1-Dec-08,S. BUYS WHOLESALER,4.9,0.08,60,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
31-Mar-09,2-Dec-08,2-Dec-08,S. BUYS WHOLESALER,3.65,0.02,240,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
23-Jun-09,29-Jan-09,29-Jan-09,S. BUYS WHOLESALER,5.46,0.09,60,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
12-May-09,30-Dec-08,30-Dec-08,S. BUYS WHOLESALER,14.12,0.24,60,Air,ARV,GSK Aranda,Freight Included in Commodity Cost
26-May-09,22-Jan-09,22-Jan-09,S. BUYS WHOLESALER,14.56,0.49,30,Air,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
31-Mar-09,21-Nov-08,21-Nov-08,S. BUYS WHOLESALER,3.71,0.06,60,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
30-Mar-09,21-Jan-09,21-Jan-09,S. BUYS WHOLESALER,2.92,0.05,60,Air,ARV,"Aurobindo Unit III, India",Freight Included in Commodity Cost
30-Mar-09,21-Jan-09,21-Jan-09,S. BUYS WHOLESALER,15.52,0.26,60,Air,ARV,"Boehringer Ing., Koropi, GR",Freight Included in Commodity Cost
4-May-09,4-May-09,4-May-09,BRISTOL-MYERS SQUIBB,18.34,0.61,30,Air,ARV,"BMS Meymac, France",428.91
17-Apr-09,17-Apr-09,17-Apr-09,S. BUYS WHOLESALER,32.18,0.36,90,Truck,ARV,"MSD Midrand, J'burg, SA",Freight Included in Commodity Cost
25-Jun-09,20-Apr-09,20-Apr-09,S. BUYS WHOLESALER,13.65,2.73,5,Air,ARV,GSK Ware (UK),Freight Included in Commodity Cost
25-Jun-09,20-Apr-09,20-Apr-09,S. BUYS WHOLESALER,10.1,0.17,60,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
20-Apr-09,20-Apr-09,20-Apr-09,CIPLA LIMITED,9.1,0.15,60,Air,ARV,"Cipla, Goa, India",853.88
31-Jul-09,20-Apr-09,20-Apr-09,S. BUYS WHOLESALER,36.0,0.12,300,Air,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
31-Jul-09,4-May-09,4-May-09,S. BUYS WHOLESALER,7.2,0.08,90,Truck,ARV,ABBVIE (Abbott) France,Freight Included in Commodity Cost
31-Jul-09,8-Jun-09,8-Jun-09,S. BUYS WHOLESALER,7.2,0.08,90,Truck,ARV,ABBVIE (Abbott) France,Freight Included in Commodity Cost
5-Jun-09,5-Jun-09,5-Jun-09,"Orgenics, Ltd",90.0,0.9,100,Air,HRDT,Inverness Japan,1859.79
1-Jul-09,1-Jul-09,1-Jul-09,"Orgenics, Ltd",90.0,0.9,100,Air,HRDT,Inverness Japan,1205.7
15-May-09,23-Apr-09,23-Apr-09,S. BUYS WHOLESALER,3.95,0.07,60,Truck,ARV,"BMS Meymac, France",See ASN-4332 (ID#:1115)
20-May-09,20-May-09,20-May-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),41.1,0.34,120,Air,ARV,ABBVIE Ludwigshafen Germany,1332.43
18-Jun-09,18-Jun-09,18-Jun-09,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",12561.4
18-Jun-09,18-Jun-09,18-Jun-09,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",275
14-Jul-09,14-Jul-09,14-Jul-09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),41.1,0.34,120,Air,ARV,ABBVIE Ludwigshafen Germany,3777.93
20-Jul-09,20-Jul-09,20-Jul-09,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),11.79,0.2,60,Air,ARV,Mylan (formerly Matrix) Nashik,30661.5
10-Jun-09,15-Jul-09,15-Jul-09,BIO-RAD LABORATORIES (FRANCE),110.0,2.75,40,Air,HRDT,Bio-Rad Laboratories,8114.11
15-Jun-09,15-Jun-09,15-Jun-09,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,2008.54
8-Jun-09,8-Jun-09,8-Jun-09,Aurobindo Pharma Limited,13.0,0.43,30,Air,ARV,"Aurobindo Unit III, India",4111.71
9-Jun-09,9-Jun-09,9-Jun-09,BIO-RAD LABORATORIES (FRANCE),110.0,2.75,40,Air,HRDT,Bio-Rad Laboratories,4318.21
18-Aug-09,18-Aug-09,18-Aug-09,CIPLA LIMITED,1.9,0.03,60,Air,ARV,"Cipla, Goa, India",1484.75
19-Aug-09,19-Aug-09,19-Aug-09,BRISTOL-MYERS SQUIBB,7.0,0.12,60,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
12-Oct-09,3-Aug-09,3-Aug-09,S. BUYS WHOLESALER,21.9,0.73,30,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
21-Jul-09,21-Jul-09,21-Jul-09,S. BUYS WHOLESALER,4.61,0.08,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
11-Nov-09,29-Oct-09,29-Oct-09,"Orgenics, Ltd",72.0,0.72,100,Air,HRDT,Inverness Japan,5962.58
7-Aug-09,7-Aug-09,7-Aug-09,ABBOTT LABORATORIES (PUERTO RICO),82.19,0.68,120,Air,ARV,ABBVIE Ludwigshafen Germany,314
6-Sep-06,6-Sep-06,6-Sep-06,BIO-RAD LABORATORIES (FRANCE),75.35,1.88,40,Air,HRDT,Bio-Rad Laboratories,1845.74
9-Oct-06,9-Oct-06,9-Oct-06,"Trinity Biotech, Plc",175.0,1.75,100,Air,HRDT,Not Applicable,854.34
1-Sep-06,1-Sep-06,1-Sep-06,"GILEAD SCIENCES IRELAND, INC.",17.0,0.57,30,Air,ARV,Gilead(Nycomed) Oranienburg DE,7682.69
11-Aug-06,11-Aug-06,11-Aug-06,Aurobindo Pharma Limited,4.35,0.07,60,Air,ARV,"Aurobindo Unit III, India",See ASN-55 (ID#:16)
11-Aug-06,11-Aug-06,11-Aug-06,Aurobindo Pharma Limited,16.9,0.28,60,Air,ARV,"Aurobindo Unit III, India",See ASN-55 (ID#:16)
28-Sep-06,28-Sep-06,28-Sep-06,Aurobindo Pharma Limited,4.35,0.02,240,Air,ARV,"Aurobindo Unit III, India",See ASN-57 (ID#:23)
28-Sep-06,28-Sep-06,28-Sep-06,Aurobindo Pharma Limited,4.2,0.07,60,Air,ARV,"Aurobindo Unit III, India",See ASN-57 (ID#:23)
29-Jan-07,29-Jan-07,29-Jan-07,Aurobindo Pharma Limited,21.05,0.09,240,Air,ARV,"Aurobindo Unit III, India",3850.8
13-Nov-06,13-Nov-06,13-Nov-06,Aurobindo Pharma Limited,11.14,0.19,60,Air,ARV,"Aurobindo Unit III, India",14364.29
7-Dec-06,7-Dec-06,7-Dec-06,Aurobindo Pharma Limited,3.65,0.06,60,Air,ARV,"Aurobindo Unit III, India",See ASN-93 (ID#:1281)
7-Dec-06,7-Dec-06,7-Dec-06,Aurobindo Pharma Limited,2.15,0.04,60,Air,ARV,"Aurobindo Unit III, India",See ASN-93 (ID#:1281)
20-Dec-06,20-Dec-06,20-Dec-06,Aurobindo Pharma Limited,16.75,0.56,30,Air,ARV,"Aurobindo Unit III, India",49824.57
14-Mar-07,14-Mar-07,14-Mar-07,Aurobindo Pharma Limited,5.05,0.02,240,Air,ARV,"Aurobindo Unit III, India",25124.12
14-Mar-07,14-Mar-07,14-Mar-07,CIPLA LIMITED,2.44,0.01,240,Air,ARV,"Cipla, Goa, India",See ASN-272 (ID#:1282)
7-Feb-07,7-Feb-07,7-Feb-07,Orasure Technologies Inc.,400.0,4.0,100,Air,HRDT,"Pacific Biotech, Thailand",1498.02
9-Jul-07,9-Jul-07,9-Jul-07,CIPLA LIMITED,7.5,0.12,60,Air,ARV,"Cipla, Goa, India",21150.56
6-Jun-07,6-Jun-07,6-Jun-07,BRISTOL-MYERS SQUIBB,12.75,0.21,60,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
28-Jun-07,28-Jun-07,28-Jun-07,Orasure Technologies Inc.,400.0,4.0,100,Air,HRDT,"Pacific Biotech, Thailand",3004.62
10-Jul-07,10-Jul-07,10-Jul-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,28118.58
10-Jul-07,3-Aug-07,3-Aug-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,43664.71
4-Jul-07,4-Jul-07,4-Jul-07,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,22838.29
2-Oct-07,2-Oct-07,2-Oct-07,Aurobindo Pharma Limited,12.33,0.41,30,Air,ARV,"Aurobindo Unit III, India",18045.24
2-Oct-07,2-Oct-07,2-Oct-07,Aurobindo Pharma Limited,1.9,0.01,240,Air,ARV,"Aurobindo Unit III, India",See ASN-744 (ID#:1356)
8-Nov-07,8-Nov-07,8-Nov-07,BRISTOL-MYERS SQUIBB,7.0,0.12,60,Air,ARV,"BMS Meymac, France",2514.05
10-Sep-07,10-Sep-07,10-Sep-07,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),82.2,0.27,300,Air,ARV,ABBVIE (Abbott) Logis. UK,2326.1
19-Dec-07,19-Dec-07,19-Dec-07,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",27791.62
22-Jan-08,22-Jan-08,22-Jan-08,"Standard Diagnostics, Inc.",20.0,0.8,25,Air,HRDT,"Standard Diagnostics, Korea",14505.37
29-Aug-07,29-Aug-07,29-Aug-07,"Orgenics, Ltd",75.0,3.0,25,Air,HRDT,Not Applicable,Invoiced Separately
20-Nov-07,24-Dec-07,24-Dec-07,Aurobindo Pharma Limited,1.55,0.03,60,Air,ARV,"Aurobindo Unit III, India",6755.81
3-Dec-07,3-Dec-07,3-Dec-07,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",6524.19
31-Mar-08,31-Mar-08,31-Mar-08,BRISTOL-MYERS SQUIBB,23.67,0.79,30,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
29-Jan-08,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",7.26,0.03,240,0,ARV,GSK Mississauga (Canada),Freight Included in Commodity Cost
29-Jan-08,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",26.76,0.89,30,0,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
29-Jan-08,29-Jan-08,29-Jan-08,"JSI R&T INSTITUTE, INC.",44.3,1.48,30,0,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
10-Jan-08,10-Jan-08,10-Jan-08,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",38425.29
22-Jan-08,22-Jan-08,22-Jan-08,Aurobindo Pharma Limited,1.5,0.02,60,Air,ARV,"Aurobindo Unit III, India",2426.05
22-Aug-08,22-Aug-08,22-Aug-08,"Trinity Biotech, Plc",139.0,1.39,100,Air,HRDT,"Trinity Biotech, Plc",Invoiced Separately
27-Feb-08,18-Feb-08,18-Feb-08,"Trinity Biotech, Plc",139.0,1.39,100,Air,HRDT,"Trinity Biotech, Plc",Invoiced Separately
21-Jan-08,4-Jan-08,4-Jan-08,"JSI R&T INSTITUTE, INC.",3.48,0.12,30,0,ARV,"MSD Midrand, J'burg, SA",Freight Included in Commodity Cost
21-Jan-08,4-Jan-08,4-Jan-08,"JSI R&T INSTITUTE, INC.",19.84,0.66,30,0,ARV,"MSD Midrand, J'burg, SA",Freight Included in Commodity Cost
21-Jan-08,4-Jan-08,4-Jan-08,"JSI R&T INSTITUTE, INC.",42.37,1.41,30,0,ARV,"Aspen-OSD, Port Elizabeth, SA",Freight Included in Commodity Cost
21-Jan-08,4-Jan-08,4-Jan-08,"JSI R&T INSTITUTE, INC.",10.77,0.13,84,0,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
8-Apr-08,8-Apr-08,8-Apr-08,BRISTOL-MYERS SQUIBB,7.0,0.12,60,Air,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
19-Sep-08,19-Sep-08,19-Sep-08,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",27.0,1.35,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,20635.3
12-Mar-08,10-Mar-08,10-Mar-08,"Orgenics, Ltd",79.99,0.8,100,Air,HRDT,Inverness Japan,12770.05
12-Mar-08,12-Mar-08,12-Mar-08,"Orgenics, Ltd",79.99,0.8,100,Air,HRDT,Inverness Japan,8213.59
5-Feb-08,21-Jan-08,21-Jan-08,"JSI R&T INSTITUTE, INC.",21.04,0.7,30,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
27-Feb-08,27-Feb-08,27-Feb-08,SUB-SAHARAN BIOMEDICAL P.L.C.,78.22,0.78,100,Air,HRDT,Inverness Japan,Freight Included in Commodity Cost
13-Jun-08,13-Jun-08,13-Jun-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Invoiced Separately
22-Apr-08,5-May-08,5-May-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,4113.16
8-Apr-08,8-Apr-08,8-Apr-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,515.48
25-Apr-08,25-Apr-08,25-Apr-08,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,5303.05
22-May-08,22-May-08,22-May-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,2642.45
24-Apr-08,29-Feb-08,29-Feb-08,S. BUYS WHOLESALER,28.15,0.31,90,Truck,ARV,"MSD Midrand, J'burg, SA",Freight Included in Commodity Cost
24-Apr-08,24-Apr-08,24-Apr-08,S. BUYS WHOLESALER,15.0,0.5,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
7-Jul-08,7-Jul-08,7-Jul-08,Aurobindo Pharma Limited,25.0,0.42,60,Air,ARV,"Aurobindo Unit III, India",5260.46
17-Jun-08,17-Jun-08,17-Jun-08,STRIDES ARCOLAB LIMITED,1.51,0.03,60,Air,ARV,"Strides, Bangalore, India.",2789.74
20-Jun-08,20-Jun-08,20-Jun-08,STRIDES ARCOLAB LIMITED,1.51,0.03,60,Air,ARV,"Strides, Bangalore, India.",2879.96
31-Jul-08,31-Jul-08,31-Jul-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,641.04
31-Jul-08,7-Jul-08,7-Jul-08,"Orgenics, Ltd",0.01,0.0,100,Air,HRDT,Inverness Japan,Invoiced Separately
20-Jan-09,3-Sep-08,3-Sep-08,"Orgenics, Ltd",71.99,0.72,100,Air,HRDT,Inverness Japan,1038.39
1-Jul-08,1-Jul-08,1-Jul-08,SETEMA LIMITED PLC,46.89,2.34,20,Air,HRDT,Chembio Diagnostics Sys. Inc.,Freight Included in Commodity Cost
20-Aug-08,14-May-08,14-May-08,S. BUYS WHOLESALER,9.72,0.12,84,Truck,ARV,ABBVIE (Abbott) Logis. UK,Freight Included in Commodity Cost
20-Aug-08,8-May-08,8-May-08,S. BUYS WHOLESALER,21.11,0.35,60,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
20-Aug-08,8-May-08,8-May-08,S. BUYS WHOLESALER,5.17,0.09,60,Truck,ARV,"BMS Meymac, France",Freight Included in Commodity Cost
17-Nov-08,17-Nov-08,17-Nov-08,"Orgenics, Ltd",70.0,0.7,100,Air,HRDT,Inverness Japan,2873.56
26-Sep-08,26-Sep-08,26-Sep-08,"Trinity Biotech, Plc",32.0,1.6,20,Air,HRDT,"Trinity Biotech, Plc",34902.96
20-Sep-08,20-Sep-08,20-Sep-08,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),12.36,0.41,30,Air,ARV,Mylan (formerly Matrix) Nashik,5921.97
10-Jul-08,8-Jul-08,8-Jul-08,S. BUYS WHOLESALER,16.19,0.54,30,Truck,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
